project_type,project_type_citation,national_total_job_cost,national_total_job_cost_citation,regional_city,regional_city_citation,regional_total_job_cost,regional_total_job_cost_citation
Major Kitchen Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,82793,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,81076,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Accessory Dwelling Unit,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,166406,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,158023,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Accessory Dwelling Unit,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,166406,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,161457,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bath Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,81612,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,79717,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bath Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,81612,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,80222,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Backyard Patio,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,51454,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,50928,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Backyard Patio,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,51454,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,49982,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bathroom Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,111255,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,106612,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bathroom Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,111255,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,107955,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Primary Suite Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,170517,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,162109,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Primary Suite Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,170517,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,165012,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Major Kitchen Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,164104,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,157713,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Major Kitchen Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,164104,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,161511,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Solar Power Installation,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,55937,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,55234,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Solar Power Installation,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,55937,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,55673,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Primary Suite Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,351613,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,330626,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Primary Suite Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,351613,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,338323,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Garage Door Replacement,https://www.jlconline.com/cost-vs-value/2025/national/,4672,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,4672,https://www.jlconline.com/cost-vs-value/2025/national/
Manufactured Stone Veneer,https://www.jlconline.com/cost-vs-value/2025/national/,11702,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,11702,https://www.jlconline.com/cost-vs-value/2025/national/
Entry Door Replacement | Steel,https://www.jlconline.com/cost-vs-value/2025/national/,2435,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,2435,https://www.jlconline.com/cost-vs-value/2025/national/
Siding Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/national/,17950,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,17950,https://www.jlconline.com/cost-vs-value/2025/national/
Minor Kitchen Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/national/,28458,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,28458,https://www.jlconline.com/cost-vs-value/2025/national/
Deck Addition | Wood,https://www.jlconline.com/cost-vs-value/2025/national/,18263,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,18263,https://www.jlconline.com/cost-vs-value/2025/national/
Grand Entrance | Fiberglass,https://www.jlconline.com/cost-vs-value/2025/national/,11754,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,11754,https://www.jlconline.com/cost-vs-value/2025/national/
Siding Replacement | Fiber-Cement,https://www.jlconline.com/cost-vs-value/2025/national/,21485,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,21485,https://www.jlconline.com/cost-vs-value/2025/national/
Backup Power Generator,https://www.jlconline.com/cost-vs-value/2025/national/,13534,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,13534,https://www.jlconline.com/cost-vs-value/2025/national/
HVAC Conversion | Electrification,https://www.jlconline.com/cost-vs-value/2025/national/,19484,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,19484,https://www.jlconline.com/cost-vs-value/2025/national/
Bath Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/national/,26138,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,26138,https://www.jlconline.com/cost-vs-value/2025/national/
Bath Remodel | Universal Design,https://www.jlconline.com/cost-vs-value/2025/national/,42183,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,42183,https://www.jlconline.com/cost-vs-value/2025/national/
Basement Remodel,https://www.jlconline.com/cost-vs-value/2025/national/,52012,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,52012,https://www.jlconline.com/cost-vs-value/2025/national/
Roofing Replacement | Asphalt Shingles,https://www.jlconline.com/cost-vs-value/2025/national/,31871,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,31871,https://www.jlconline.com/cost-vs-value/2025/national/
Deck Addition | Composite,https://www.jlconline.com/cost-vs-value/2025/national/,25096,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,25096,https://www.jlconline.com/cost-vs-value/2025/national/
Roofing Replacement | Metal,https://www.jlconline.com/cost-vs-value/2025/national/,51865,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,51865,https://www.jlconline.com/cost-vs-value/2025/national/
Window Replacement | Wood,https://www.jlconline.com/cost-vs-value/2025/national/,26781,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,26781,https://www.jlconline.com/cost-vs-value/2025/national/
Window Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/national/,22073,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,22073,https://www.jlconline.com/cost-vs-value/2025/national/
Major Kitchen Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/national/,82793,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,82793,https://www.jlconline.com/cost-vs-value/2025/national/
Bathroom Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/national/,60645,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,60645,https://www.jlconline.com/cost-vs-value/2025/national/
Bathroom Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/national/,111255,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,111255,https://www.jlconline.com/cost-vs-value/2025/national/
Bath Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/national/,81612,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,81612,https://www.jlconline.com/cost-vs-value/2025/national/
Accessory Dwelling Unit,https://www.jlconline.com/cost-vs-value/2025/national/,166406,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,166406,https://www.jlconline.com/cost-vs-value/2025/national/
Solar Power Installation,https://www.jlconline.com/cost-vs-value/2025/national/,55937,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,55937,https://www.jlconline.com/cost-vs-value/2025/national/
Backyard Patio,https://www.jlconline.com/cost-vs-value/2025/national/,51454,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,51454,https://www.jlconline.com/cost-vs-value/2025/national/
Major Kitchen Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/national/,164104,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,164104,https://www.jlconline.com/cost-vs-value/2025/national/
Primary Suite Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/national/,170517,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,170517,https://www.jlconline.com/cost-vs-value/2025/national/
Primary Suite Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/national/,351613,https://www.jlconline.com/cost-vs-value/2025/national/,National Average,https://www.jlconline.com/cost-vs-value/2025/national/,351613,https://www.jlconline.com/cost-vs-value/2025/national/
